,Timestamp,Tweet,remove_stop_words,polarity,sentiment
225,2017-06-13 08:10:46,b'RT @freeion: @jarariya91 @my_rajasthan @BJP4Rajasthan @VasundharaBJP @PMOIndia @rajnathsingh perfect employees for ISIS.  Why fight terrori\xe2\x80\xa6',b'RT@freeion:@jarariya91@my_rajasthan@BJP4Rajasthan@VasundharaBJP@PMOIndia@rajnathsinghperfectemployeesISIS.Whyfightterrori\xe2\x80\xa6',1.0,positive
226,2017-06-13 08:05:36,b'.@fbb_india @ColorsTV Femina Miss India Punjab 2017 @navpreetkaur01 enjoying a workout at @rajasthali\xe2\x80\xa6 https://t.co/6H55kqEG0o',b'.@fbb_india@ColorsTVFeminaMissIndiaPunjab2017@navpreetkaur01enjoyingworkout@rajasthali\xe2\x80\xa6https://t.co/6H55kqEG0o',0.5,positive
227,2017-06-13 07:06:47,b'RT @IndianDiplomacy: @my_rajasthan White water rafting #Uttarakhand\nThe white waters&amp,b'RT@IndianDiplomacy:@my_rajasthanWhitewaterrafting#Uttarakhand\nThewhitewaters&amp,0.0,positive
228,2017-06-13 07:01:11,b'RT @my_rajasthan: Rajasthan bags Best Destination in India award from Lonely Planet. https://t.co/nntmjXpVBM',b'RT@my_rajasthan:RajasthanbagsBestDestinationIndiaawardLonelyPlanet.https://t.co/nntmjXpVBM',0.45,positive
229,2017-06-13 06:25:56,"b""@dixitsudhir12 @OhMyRajasthan @WeAreRajasthan @WeAreJaipur @traveldiariesin @incredibleindia @my_rajasthan That's w\xe2\x80\xa6 https://t.co/glGRaWuhiC""",b''@dixitsudhir12@OhMyRajasthan@WeAreRajasthan@WeAreJaipur@traveldiariesin@incredibleindia@my_rajasthanThat'sw\xe2\x80\xa6https://t.co/glGRaWuhiC'',0.0,positive
230,2017-06-13 06:12:14,b'@thespindrifters @my_rajasthan Welcome to hot bluecity....',b'@thespindrifters@my_rajasthanWelcomehotbluecity....',0.525,positive
231,2017-06-13 05:07:01,b'@maira_chowdhury @my_rajasthan @feminamissindia Wow! so beautiful... #Rajasthan #travel',b'@maira_chowdhury@my_rajasthan@feminamissindiaWow!beautiful...#Rajasthan#travel',0.4875,positive
232,2017-06-13 04:17:17,b'RT @Atulmaharaj: @IndraniTweeets @narendrabhawan @tourismgoi @incredibleindia @my_rajasthan @DivsiGupta @talesoftraveler @RavenousLegs @san\xe2\x80\xa6',b'RT@Atulmaharaj:@IndraniTweeets@narendrabhawan@tourismgoi@incredibleindia@my_rajasthan@DivsiGupta@talesoftraveler@RavenousLegs@san\xe2\x80\xa6',0.0,positive
233,2017-06-13 04:03:01,b'RT @aishwaryadevan3: Last day in #jaipur ! Thank you @rajasthali for the wonderful hospitality and @my_rajasthan for an amazing stay!!  @fe\xe2\x80\xa6',b'RT@aishwaryadevan3:Lastday#jaipur!Thank@rajasthaliwonderfulhospitality@my_rajasthanamazingstay!!@fe\xe2\x80\xa6',0.6458333333333334,positive
234,2017-06-13 03:27:48,b'@IndraniTweeets @narendrabhawan @tourismgoi @incredibleindia @my_rajasthan @DivsiGupta @talesoftraveler\xe2\x80\xa6 https://t.co/T1682Zu9l7',b'@IndraniTweeets@narendrabhawan@tourismgoi@incredibleindia@my_rajasthan@DivsiGupta@talesoftraveler\xe2\x80\xa6https://t.co/T1682Zu9l7',0.0,positive
235,2017-06-13 03:06:59,b'Back 2 Mumbai again with those sweet memories from Jaipur\xf0\x9f\x92\x96 Love be here again! @my_rajasthan @rajasthali\xe2\x80\xa6 https://t.co/bKpUG1xdj8',b'Back2MumbaisweetmemoriesJaipur\xf0\x9f\x92\x96Love!@my_rajasthan@rajasthali\xe2\x80\xa6https://t.co/bKpUG1xdj8',0.325,positive
236,2017-06-13 03:01:08,b'@arjunrammeghwal @my_rajasthan @dr_maheshsharma @MIB_India @rpbreakingnews @AmitShah @MIB_Hindi @BJP4Bikaner\xe2\x80\xa6 https://t.co/gGO9qXH8bf',b'@arjunrammeghwal@my_rajasthan@dr_maheshsharma@MIB_India@rpbreakingnews@AmitShah@MIB_Hindi@BJP4Bikaner\xe2\x80\xa6https://t.co/gGO9qXH8bf',0.0,positive
237,2017-06-13 02:53:56,b'Last day in #jaipur ! Thank you @rajasthali for the wonderful hospitality and @my_rajasthan for an amazing stay!!\xe2\x80\xa6 https://t.co/LOJBGxvhMe',b'Lastday#jaipur!Thank@rajasthaliwonderfulhospitality@my_rajasthanamazingstay!!\xe2\x80\xa6https://t.co/LOJBGxvhMe',0.5333333333333333,positive
238,2017-06-13 02:10:37,b'RT @freeion: @jarariya91 @BJP4Rajasthan @my_rajasthan @PMOIndia @rajasthan police @VasundharaBJP  @rajnathsingh  we are never going to be d\xe2\x80\xa6',b'RT@freeion:@jarariya91@BJP4Rajasthan@my_rajasthan@PMOIndia@rajasthanpolice@VasundharaBJP@rajnathsinghnevergoingd\xe2\x80\xa6',0.0,positive
239,2017-06-13 02:08:23,b'RT @freeion: @jarariya91 @my_rajasthan @BJP4Rajasthan @VasundharaBJP @PMOIndia @rajnathsingh perfect employees for ISIS.  Why fight terrori\xe2\x80\xa6',b'RT@freeion:@jarariya91@my_rajasthan@BJP4Rajasthan@VasundharaBJP@PMOIndia@rajnathsinghperfectemployeesISIS.Whyfightterrori\xe2\x80\xa6',1.0,positive
240,2017-06-13 00:48:04,b'A night to remember :)\nThank you @rajasthali and @my_rajasthan for having us! \n@feminamissindia #missindia2017\xe2\x80\xa6 https://t.co/DD8tdGdsY3',b'Anightremember:)\nThank@rajasthali@my_rajasthanus!\n@feminamissindia#missindia2017\xe2\x80\xa6https://t.co/DD8tdGdsY3',0.625,positive
241,2017-06-13 00:01:06,"b'RT @incredibleindia: Vishwa Shanti Bhavan in Mt. Abu, #Rajasthan, is a hub for spiritual conferences. #wellness @my_rajasthan @moayush @tou\xe2\x80\xa6'","b'RT@incredibleindia:VishwaShantiBhavanMt.Abu,#Rajasthan,hubspiritualconferences.#wellness@my_rajasthan@moayush@tou\xe2\x80\xa6'",0.0,positive
242,2017-06-12 20:34:37,b'Excited to visit @my_rajasthan @JaipurTravelin @ClarksAmer with my family next month - especially Moti Dongri - Ganapti temple',b'Excitedvisit@my_rajasthan@JaipurTravelin@ClarksAmerfamilynextmonth-especiallyMotiDongri-Ganaptitemple',0.125,positive
243,2017-06-12 19:04:07,b'Experience #Jodhpur Blue City with Our #PhotoBlog \xf0\x9f\x92\x99https://t.co/7PYMh65YTo #travel #travelblog #indiatravels #india\xe2\x80\xa6 https://t.co/nhK086jU1G',b'Experience#JodhpurBlueCityOur#PhotoBlog\xf0\x9f\x92\x99https://t.co/7PYMh65YTo#travel#travelblog#indiatravels#india\xe2\x80\xa6https://t.co/nhK086jU1G',0.0,positive
244,2017-06-12 18:06:38,b'RT @IndianDiplomacy: @my_rajasthan White water rafting #Uttarakhand\nThe white waters&amp,b'RT@IndianDiplomacy:@my_rajasthanWhitewaterrafting#Uttarakhand\nThewhitewaters&amp,0.0,positive
245,2017-06-12 17:11:34,b'RT @IndianDiplomacy: @my_rajasthan White water rafting #Uttarakhand\nThe white waters&amp,b'RT@IndianDiplomacy:@my_rajasthanWhitewaterrafting#Uttarakhand\nThewhitewaters&amp,0.0,positive
246,2017-06-12 17:10:56,b'RT @feminamissindia: Thank you @rajasthali for an amazing evening. We are totally loving it :) @my_rajasthan #RajasthanTourism https://t.co\xe2\x80\xa6',b'RT@feminamissindia:Thank@rajasthaliamazingevening.Wetotallyloving:)@my_rajasthan#RajasthanTourismhttps://t.co\xe2\x80\xa6',0.5666666666666668,positive
247,2017-06-12 17:05:29,b'Thank you @rajasthali for an amazing evening. We are totally loving it :) @my_rajasthan #RajasthanTourism https://t.co/uhxVUsy3vV',b'Thank@rajasthaliamazingevening.Wetotallyloving:)@my_rajasthan#RajasthanTourismhttps://t.co/uhxVUsy3vV',0.5666666666666668,positive
248,2017-06-12 16:30:11,b'RT @ManushiChhillar: A beautiful day at @rajasthali \nWearing @RituKumarHQ \n@feminamissindia  @my_rajasthan #rajasthan #tourism #travel #jai\xe2\x80\xa6',b'RT@ManushiChhillar:Abeautifulday@rajasthali\nWearing@RituKumarHQ\n@feminamissindia@my_rajasthan#rajasthan#tourism#travel#jai\xe2\x80\xa6',0.85,positive
249,2017-06-12 15:41:53,"b'RT @ManushiChhillar: @Priyadarshini0 in #jaipur today, she has a surprise planned for us! \n@feminamissindia @my_rajasthan @rajasthali\n#miss\xe2\x80\xa6'","b'RT@ManushiChhillar:@Priyadarshini0#jaipurtoday,surpriseplannedus!\n@feminamissindia@my_rajasthan@rajasthali\n#miss\xe2\x80\xa6'",0.0,positive
250,2017-06-12 15:17:06,b'RT @freeion: @jarariya91 @BJP4Rajasthan @my_rajasthan @PMOIndia @rajasthan police @VasundharaBJP  @rajnathsingh  we are never going to be d\xe2\x80\xa6',b'RT@freeion:@jarariya91@BJP4Rajasthan@my_rajasthan@PMOIndia@rajasthanpolice@VasundharaBJP@rajnathsinghnevergoingd\xe2\x80\xa6',0.0,positive
251,2017-06-12 15:16:42,b'RT @freeion: @jarariya91 @my_rajasthan @BJP4Rajasthan @VasundharaBJP @PMOIndia @rajnathsingh perfect employees for ISIS.  Why fight terrori\xe2\x80\xa6',b'RT@freeion:@jarariya91@my_rajasthan@BJP4Rajasthan@VasundharaBJP@PMOIndia@rajnathsinghperfectemployeesISIS.Whyfightterrori\xe2\x80\xa6',1.0,positive
252,2017-06-12 15:07:56,b'.@SimranCOfficial @Mannat1997 are all set for the gala dinner hosted by @rajasthali #RajasthanTourism @my_rajasthan https://t.co/PJdbVgnCvv',b'.@SimranCOfficial@Mannat1997setgaladinnerhosted@rajasthali#RajasthanTourism@my_rajasthanhttps://t.co/PJdbVgnCvv',0.0,positive
253,2017-06-12 13:33:37,b'@my_rajasthan @narendramodi @VasundharaBJP this is the state tax paid for our vehicle in Uttarakhand can i ask why\xe2\x80\xa6 https://t.co/JXf7lsGY7l',b'@my_rajasthan@narendramodi@VasundharaBJPstatetaxpaidvehicleUttarakhandaskwhy\xe2\x80\xa6https://t.co/JXf7lsGY7l',0.0,positive
254,2017-06-12 13:31:24,b'@my_rajasthan @narendramodi @VasundharaBJP simply accept corruption or stop roaming within our own country?? #CorruptionEveryWhere (7)',b'@my_rajasthan@narendramodi@VasundharaBJPsimplyacceptcorruptionstoproamingwithincountry??#CorruptionEveryWhere(7)',0.3,positive
255,2017-06-12 13:29:58,b'@my_rajasthan @narendramodi @VasundharaBJP i visited Uttarakhand there also we faced same type of corruption everywhere. So we have to (6)',b'@my_rajasthan@narendramodi@VasundharaBJPvisitedUttarakhandalsofacedtypecorruptioneverywhere.So(6)',0.0,positive
256,2017-06-12 13:27:09,b'@my_rajasthan @narendramodi @VasundharaBJP better you stop promoting tourism all over India. This was not the case only in Rajasthan (5)',b'@my_rajasthan@narendramodi@VasundharaBJPbetterstoppromotingtourismIndia.ThiscaseRajasthan(5)',0.25,positive
257,2017-06-12 13:26:00,b'@my_rajasthan @narendramodi @VasundharaBJP charged us 200 to leave our vehicle. If this is the way tourist will be treated then (4)',b'@my_rajasthan@narendramodi@VasundharaBJPchargedus200leavevehicle.Ifwaytouristtreated(4)',0.0,positive
258,2017-06-12 13:24:31,b'@my_rajasthan @narendramodi @VasundharaBJP we asked for a way to temple and the policemen starting asking about papers and then he (3)',b'@my_rajasthan@narendramodi@VasundharaBJPaskedwaytemplepolicemenstartingaskingpapers(3)',0.0,positive
259,2017-06-12 13:22:42,b'@my_rajasthan @narendramodi @VasundharaBJP i paid state tax for our vechicle &amp,b'@my_rajasthan@narendramodi@VasundharaBJPpaidstatetaxvechicle&amp,0.0,positive
260,2017-06-12 13:17:44,b'@my_rajasthan @narendramodi @VasundharaBJP I visited Rajasthan week ago with my family and i was shocked to see corruption at everywhere (1)',b'@my_rajasthan@narendramodi@VasundharaBJPIvisitedRajasthanweekagofamilyshockedseecorruptioneverywhere(1)',-0.7,negative
261,2017-06-12 11:43:23,b'A beautiful day at @rajasthali \nWearing @RituKumarHQ \n@feminamissindia  @my_rajasthan #rajasthan #tourism #travel\xe2\x80\xa6 https://t.co/SSN2WVLLrL',b'Abeautifulday@rajasthali\nWearing@RituKumarHQ\n@feminamissindia@my_rajasthan#rajasthan#tourism#travel\xe2\x80\xa6https://t.co/SSN2WVLLrL',0.85,positive
262,2017-06-12 11:35:21,b'@jarariya91 @my_rajasthan @BJP4Rajasthan @VasundharaBJP @PMOIndia @rajnathsingh perfect employees for ISIS.  Why fi\xe2\x80\xa6 https://t.co/9XtJZ9Vpu8',b'@jarariya91@my_rajasthan@BJP4Rajasthan@VasundharaBJP@PMOIndia@rajnathsinghperfectemployeesISIS.Whyfi\xe2\x80\xa6https://t.co/9XtJZ9Vpu8',1.0,positive
263,2017-06-12 11:32:14,b'@jarariya91 @BJP4Rajasthan @my_rajasthan @PMOIndia @rajasthan police @VasundharaBJP  @rajnathsingh  we are never go\xe2\x80\xa6 https://t.co/tCzbfL63EJ',b'@jarariya91@BJP4Rajasthan@my_rajasthan@PMOIndia@rajasthanpolice@VasundharaBJP@rajnathsinghnevergo\xe2\x80\xa6https://t.co/tCzbfL63EJ',0.0,positive
264,2017-06-12 10:40:57,b'RT @aishwaryadevan3: My scrumptious breakfast at @rajasthali . @my_rajasthan @feminamissindia #breakfasttime #goodmorning #missindia2017 #a\xe2\x80\xa6',b'RT@aishwaryadevan3:Myscrumptiousbreakfast@rajasthali.@my_rajasthan@feminamissindia#breakfasttime#goodmorning#missindia2017#a\xe2\x80\xa6',0.0,positive
265,2017-06-12 10:40:46,b'RT @SoibamC: Just incredible! impressive hospitality &amp,b'RT@SoibamC:Justincredible!impressivehospitality&amp,1.0,positive
266,2017-06-12 09:46:38,b'The beautiful Hawa Mahal at dusk! #Rajasthan #travel @my_rajasthan @feminamissindia https://t.co/sTdA5EVCxp',b'ThebeautifulHawaMahaldusk!#Rajasthan#travel@my_rajasthan@feminamissindiahttps://t.co/sTdA5EVCxp',1.0,positive
267,2017-06-12 08:56:07,b'@ManushiChhillar @feminamissindia @my_rajasthan Manushi good luck for ur future....Pls acknowledge the msg....I hat\xe2\x80\xa6 https://t.co/YsIpNEcM8G',b'@ManushiChhillar@feminamissindia@my_rajasthanManushigoodluckurfuture....Plsacknowledgemsg....Ihat\xe2\x80\xa6https://t.co/YsIpNEcM8G',0.7,positive
268,2017-06-12 08:41:28,"b'Fate will fill your life with uncertainty, you need to have the eyes to see its beauty. \n@feminamissindia\xe2\x80\xa6 https://t.co/7dkd9k7wGx'","b'Fatefilllifeuncertainty,needeyesseebeauty.\n@feminamissindia\xe2\x80\xa6https://t.co/7dkd9k7wGx'",0.0,positive
269,2017-06-12 08:26:44,b'.@fbb_india @ColorsTV Femina #MissIndia2017 Assam @TriveniBarman enjoying her time at @rajasthali #RajasthanTourism\xe2\x80\xa6 https://t.co/Rm7bURapaZ',b'.@fbb_india@ColorsTVFemina#MissIndia2017Assam@TriveniBarmanenjoyingtime@rajasthali#RajasthanTourism\xe2\x80\xa6https://t.co/Rm7bURapaZ',0.5,positive
270,2017-06-12 07:52:58,b'RT @IndianDiplomacy: @my_rajasthan White water rafting #Uttarakhand\nThe white waters&amp,b'RT@IndianDiplomacy:@my_rajasthanWhitewaterrafting#Uttarakhand\nThewhitewaters&amp,0.0,positive
271,2017-06-12 07:45:49,b'RT @IndianDiplomacy: @my_rajasthan White water rafting #Uttarakhand\nThe white waters&amp,b'RT@IndianDiplomacy:@my_rajasthanWhitewaterrafting#Uttarakhand\nThewhitewaters&amp,0.0,positive
272,2017-06-12 06:56:51,b'@KumrAdityA1 @my_rajasthan Absolutely Kumar.',b'@KumrAdityA1@my_rajasthanAbsolutelyKumar.',0.2,positive
273,2017-06-12 06:56:38,b'@candid_swati @my_rajasthan Thank you Swati.',b'@candid_swati@my_rajasthanThankSwati.',0.0,positive
274,2017-06-12 06:56:24,b'@sonalim07 @my_rajasthan Thank you so much for your kind words Sonali.',b'@sonalim07@my_rajasthanThankmuchkindwordsSonali.',0.4,positive
275,2017-06-12 06:39:26,b'Thank you @Priyadarshini0 for the wonderful surprise!Indeed a different way to explore. #missindia2017\xe2\x80\xa6 https://t.co/w2mpRDCapO',b'Thank@Priyadarshini0wonderfulsurprise!Indeeddifferentwayexplore.#missindia2017\xe2\x80\xa6https://t.co/w2mpRDCapO',0.5,positive
276,2017-06-12 06:38:27,b'@my_rajasthan My family suffered a lot at this hot summer time i will never visit Rajasthan again',b'@my_rajasthanMyfamilysufferedlothotsummertimenevervisitRajasthan',0.25,positive
277,2017-06-12 06:33:37,"b""@my_rajasthan and owners don't have the fear of tourism law""",b''@my_rajasthanownersn'tfeartourismlaw'',0.0,positive
278,2017-06-12 06:32:15,b'@my_rajasthan Dear sir i have come to visit ajmar but the tourist vehicle owner is cheated in the name of A.C vehic\xe2\x80\xa6 https://t.co/KgJgw4r7sc',b'@my_rajasthanDearsircomevisitajmartouristvehicleownercheatednameA.Cvehic\xe2\x80\xa6https://t.co/KgJgw4r7sc',0.0,positive
279,2017-06-12 06:23:27,b'RT @IndianDiplomacy: @my_rajasthan White water rafting #Uttarakhand\nThe white waters&amp,b'RT@IndianDiplomacy:@my_rajasthanWhitewaterrafting#Uttarakhand\nThewhitewaters&amp,0.0,positive
280,2017-06-12 06:04:39,b'It was an amazing day for our fbb Colors Femina #MissIndia2017 finalists shopping at this beautiful city.\xe2\x80\xa6 https://t.co/0xas7BLPxc',b'ItamazingdayfbbColorsFemina#MissIndia2017finalistsshoppingbeautifulcity.\xe2\x80\xa6https://t.co/0xas7BLPxc',0.7250000000000001,positive
281,2017-06-12 05:54:10,b'@incredibleindia @my_rajasthan Its a beauty',b'@incredibleindia@my_rajasthanItsbeauty',0.0,positive
282,2017-06-12 05:29:38,b'WelcomHeritage Bal Samand Lake Palace #jodhpur #rajasthan #balsamandlake #maharajas #heritage @my_rajasthan https://t.co/4bsSx4UTW7',b'WelcomHeritageBalSamandLakePalace#jodhpur#rajasthan#balsamandlake#maharajas#heritage@my_rajasthanhttps://t.co/4bsSx4UTW7',0.0,positive
283,2017-06-12 05:28:46,b'RT @feminamissindia: The happiness wearing @ManishMalhotra collection.\n@my_rajasthan #AlbertHall #IncredibleIndia #Jaipur https://t.co/XgCt\xe2\x80\xa6',b'RT@feminamissindia:Thehappinesswearing@ManishMalhotracollection.\n@my_rajasthan#AlbertHall#IncredibleIndia#Jaipurhttps://t.co/XgCt\xe2\x80\xa6',0.7,positive
284,2017-06-12 05:28:28,b'RT @feminamissindia: The happiness wearing @ManishMalhotra collection.\n@my_rajasthan #AlbertHall #IncredibleIndia #Jaipur https://t.co/XgCt\xe2\x80\xa6',b'RT@feminamissindia:Thehappinesswearing@ManishMalhotracollection.\n@my_rajasthan#AlbertHall#IncredibleIndia#Jaipurhttps://t.co/XgCt\xe2\x80\xa6',0.7,positive
285,2017-06-12 04:04:23,b'Streets of Golden City \n\n#Canon #Wanderlust #travel @NatGeoTravel @lonelyplanet @my_rajasthan #streetphotography\xe2\x80\xa6 https://t.co/8n91VmKrMh',b'StreetsGoldenCity\n\n#Canon#Wanderlust#travel@NatGeoTravel@lonelyplanet@my_rajasthan#streetphotography\xe2\x80\xa6https://t.co/8n91VmKrMh',0.3,positive
286,2017-06-12 02:59:07,"b'RT @ManushiChhillar: @Priyadarshini0 in #jaipur today, she has a surprise planned for us! \n@feminamissindia @my_rajasthan @rajasthali\n#miss\xe2\x80\xa6'","b'RT@ManushiChhillar:@Priyadarshini0#jaipurtoday,surpriseplannedus!\n@feminamissindia@my_rajasthan@rajasthali\n#miss\xe2\x80\xa6'",0.0,positive
287,2017-06-12 02:58:12,"b'RT @WeAreRajasthan: In many small town houses you can come across with such room and styling. So ethnic na, full of colors. @my_rajasthan h\xe2\x80\xa6'","b'RT@WeAreRajasthan:Inmanysmalltownhousescomeacrossroomstyling.Soethnicna,fullcolors.@my_rajasthanh\xe2\x80\xa6'",0.15,positive
288,2017-06-12 02:57:37,"b'In many small town houses you can come across with such room and styling. So ethnic na, full of colors.\xe2\x80\xa6 https://t.co/rw3UIy78up'","b'Inmanysmalltownhousescomeacrossroomstyling.Soethnicna,fullcolors.\xe2\x80\xa6https://t.co/rw3UIy78up'",0.15,positive
289,2017-06-12 02:54:20,b'@ManushiChhillar @feminamissindia @Priyadarshini0 @my_rajasthan @rajasthali Talented\xe2\x80\x8b females...',b'@ManushiChhillar@feminamissindia@Priyadarshini0@my_rajasthan@rajasthaliTalented\xe2\x80\x8bfemales...',0.0,positive
290,2017-06-11 17:42:53,b'Went to #jalmahal after couple of years. I could only see dirty water full of pigs. Sad to see such condition.. #Rajasthan @my_rajasthan',b'Went#jalmahalcoupleyears.Icouldseedirtywaterfullpigs.Sadseecondition..#Rajasthan@my_rajasthan',-0.15,negative
291,2017-06-11 17:23:55,b'@audidsilva @feminamissindia @Jaipur @my_rajasthan @rajasthali @RituKumarHQ Her dimple!!',b'@audidsilva@feminamissindia@Jaipur@my_rajasthan@rajasthali@RituKumarHQHerdimple!!',0.0,positive
292,2017-06-11 14:56:25,"b'""Royal Smile""\n\nPortrait of Rajasthani indian man with turban.\n@my_rajasthan \n#Portrait #Rajasthan #India https://t.co/mBFJ7SEZYl'",b'''RoyalSmile''\n\nPortraitRajasthaniindianmanturban.\n@my_rajasthan\n#Portrait#Rajasthan#Indiahttps://t.co/mBFJ7SEZYl',0.3,positive
293,2017-06-11 14:41:15,"b'RT @ManushiChhillar: @Priyadarshini0 in #jaipur today, she has a surprise planned for us! \n@feminamissindia @my_rajasthan @rajasthali\n#miss\xe2\x80\xa6'","b'RT@ManushiChhillar:@Priyadarshini0#jaipurtoday,surpriseplannedus!\n@feminamissindia@my_rajasthan@rajasthali\n#miss\xe2\x80\xa6'",0.0,positive
294,2017-06-11 14:03:39,b'Main connecting road while going to Salasar Dham \nMukundgarh to Laxmangarh is in very bad shape\n@VasundharaBJP @nitin_gadkari @my_rajasthan',b'MainconnectingroadgoingSalasarDham\nMukundgarhLaxmangarhbadshape\n@VasundharaBJP@nitin_gadkari@my_rajasthan',-0.3716666666666666,negative
295,2017-06-11 13:48:37,b'RT @incredibleindia: A scene from the vast deserts of #Rajasthan on a cold evening. #incredibleindia @my_rajasthan @tourismgoi https://t.co\xe2\x80\xa6',b'RT@incredibleindia:Ascenevastdeserts#Rajasthancoldevening.#incredibleindia@my_rajasthan@tourismgoihttps://t.co\xe2\x80\xa6',-0.3,negative
296,2017-06-11 13:48:20,b'@my_rajasthan \nGreat work on maintaining monuments and connecting artist directly to customers. Visiting first time and impressed. \xf0\x9f\x91\x8d',b'@my_rajasthan\nGreatworkmaintainingmonumentsconnectingartistdirectlycustomers.Visitingfirsttimeimpressed.\xf0\x9f\x91\x8d',0.45,positive
297,2017-06-11 12:18:44,b'RT @IndianDiplomacy: @my_rajasthan White water rafting #Uttarakhand\nThe white waters&amp,b'RT@IndianDiplomacy:@my_rajasthanWhitewaterrafting#Uttarakhand\nThewhitewaters&amp,0.0,positive
298,2017-06-11 11:46:23,"b""RT @audidsilva: Shopping is cheaper than therapy \xf0\x9f\x91\x91so let's do some shopping @jaipur today \xf0\x9f\x91\x91\n@my_rajasthan @rajasthali @feminamissindia wear\xe2\x80\xa6""",b''RT@audidsilva:Shoppingcheapertherapy\xf0\x9f\x91\x91solet'sshopping@jaipurtoday\xf0\x9f\x91\x91\n@my_rajasthan@rajasthali@feminamissindiawear\xe2\x80\xa6'',0.0,positive
299,2017-06-11 11:38:05,"b'@Priyadarshini0 in #jaipur today, she has a surprise planned for us! \n@feminamissindia @my_rajasthan @rajasthali\xe2\x80\xa6 https://t.co/OYlkjx8ffd'","b'@Priyadarshini0#jaipurtoday,surpriseplannedus!\n@feminamissindia@my_rajasthan@rajasthali\xe2\x80\xa6https://t.co/OYlkjx8ffd'",0.0,positive
300,2017-06-11 10:02:45,"b""RT @audidsilva: Shopping is cheaper than therapy \xf0\x9f\x91\x91so let's do some shopping @jaipur today \xf0\x9f\x91\x91\n@my_rajasthan @rajasthali @feminamissindia wear\xe2\x80\xa6""",b''RT@audidsilva:Shoppingcheapertherapy\xf0\x9f\x91\x91solet'sshopping@jaipurtoday\xf0\x9f\x91\x91\n@my_rajasthan@rajasthali@feminamissindiawear\xe2\x80\xa6'',0.0,positive
301,2017-06-11 09:45:35,"b""RT @audidsilva: Shopping is cheaper than therapy \xf0\x9f\x91\x91so let's do some shopping @jaipur today \xf0\x9f\x91\x91\n@my_rajasthan @rajasthali @feminamissindia wear\xe2\x80\xa6""",b''RT@audidsilva:Shoppingcheapertherapy\xf0\x9f\x91\x91solet'sshopping@jaipurtoday\xf0\x9f\x91\x91\n@my_rajasthan@rajasthali@feminamissindiawear\xe2\x80\xa6'',0.0,positive
302,2017-06-11 09:35:46,"b""Shopping is cheaper than therapy \xf0\x9f\x91\x91so let's do some shopping @jaipur today \xf0\x9f\x91\x91\n@my_rajasthan @rajasthali\xe2\x80\xa6 https://t.co/UxWeSVGa4z""",b''Shoppingcheapertherapy\xf0\x9f\x91\x91solet'sshopping@jaipurtoday\xf0\x9f\x91\x91\n@my_rajasthan@rajasthali\xe2\x80\xa6https://t.co/UxWeSVGa4z'',0.0,positive
303,2017-06-11 09:02:04,b'RT @aishwaryadevan3: My scrumptious breakfast at @rajasthali . @my_rajasthan @feminamissindia #breakfasttime #goodmorning #missindia2017 #a\xe2\x80\xa6',b'RT@aishwaryadevan3:Myscrumptiousbreakfast@rajasthali.@my_rajasthan@feminamissindia#breakfasttime#goodmorning#missindia2017#a\xe2\x80\xa6',0.0,positive
304,2017-06-11 08:59:52,"b'@my_rajasthan Jodhpur toursm""ministers"" allowing(wid vehicles)only selcted few in Mandor Garden,ready 2 abuse commo\xe2\x80\xa6 https://t.co/9Z4kLqcfZz'","b'@my_rajasthanJodhpurtoursm''ministers''allowing(widvehicles)selctedMandorGarden,ready2abusecommo\xe2\x80\xa6https://t.co/9Z4kLqcfZz'",-0.2,negative
305,2017-06-11 08:32:16,b'RT @IndianDiplomacy: @my_rajasthan White water rafting #Uttarakhand\nThe white waters&amp,b'RT@IndianDiplomacy:@my_rajasthanWhitewaterrafting#Uttarakhand\nThewhitewaters&amp,0.0,positive
306,2017-06-11 08:19:47,b'RT @IndianDiplomacy: @my_rajasthan White water rafting #Uttarakhand\nThe white waters&amp,b'RT@IndianDiplomacy:@my_rajasthanWhitewaterrafting#Uttarakhand\nThewhitewaters&amp,0.0,positive
307,2017-06-11 08:08:27,b'RT @IndianDiplomacy: @my_rajasthan White water rafting #Uttarakhand\nThe white waters&amp,b'RT@IndianDiplomacy:@my_rajasthanWhitewaterrafting#Uttarakhand\nThewhitewaters&amp,0.0,positive
308,2017-06-11 07:56:20,b'RT @IndianDiplomacy: @my_rajasthan White water rafting #Uttarakhand\nThe white waters&amp,b'RT@IndianDiplomacy:@my_rajasthanWhitewaterrafting#Uttarakhand\nThewhitewaters&amp,0.0,positive
309,2017-06-11 07:45:09,"b'Check out the #hottest cities in #India, Banda in #UttarPradesh hottest city: https://t.co/96m8uQnwp5\n@UP_IndiaTourism @my_rajasthan'","b'Check#hottestcities#India,Banda#UttarPradeshhottestcity:https://t.co/96m8uQnwp5\n@UP_IndiaTourism@my_rajasthan'",0.0,positive
310,2017-06-11 07:40:33,b'RT @IndianDiplomacy: @my_rajasthan White water rafting #Uttarakhand\nThe white waters&amp,b'RT@IndianDiplomacy:@my_rajasthanWhitewaterrafting#Uttarakhand\nThewhitewaters&amp,0.0,positive
311,2017-06-11 07:31:38,b'RT @IndianDiplomacy: @my_rajasthan White water rafting #Uttarakhand\nThe white waters&amp,b'RT@IndianDiplomacy:@my_rajasthanWhitewaterrafting#Uttarakhand\nThewhitewaters&amp,0.0,positive
